Open,High,Low,Close,Volume
59.25608,59.58188,58.87325,59.37825,1537700
59.45969,59.45969,58.8488,59.06872,1280300
58.89767,59.52486,58.62074,59.48413,1244100
59.37824,59.80994,59.01171,59.76921,1914000
59.85067,60.47785,59.15833,60.47785,2336300
60.27419,60.93395,59.86693,60.11129,1931800
60.31496,60.78737,60.19278,60.25794,1454100
60.64072,62.1883,60.27419,62.14758,3372800
62.35124,62.70148,62.22091,62.54672,2302100
63.04358,63.04358,62.001,62.10688,2085400
62.22904,62.65259,62.11501,62.53041,1613000
62.26977,62.43268,61.3005,61.53671,2115600
61.37381,61.4797,59.54115,59.54115,3209400
59.80992,60.51855,59.45967,59.86693,1885300
60.16832,60.51041,60.02984,60.14388,1656900
60.1439,60.6489,60.02173,60.30681,3274300
59.98913,60.31493,59.57372,59.6959,1204600
59.66331,59.88322,58.78363,58.81621,1819400
58.03428,59.36194,57.54557,58.86509,2454800
59.15017,60.0217,58.90581,59.61444,1815000
59.61446,62.4734,59.31308,60.87695,3920400
61.25162,61.41453,60.87694,61.16202,2245800
60.84437,62.39195,60.7059,61.09687,7608000
61.09688,61.28421,60.51857,60.83623,2655800
60.84435,61.45523,60.01354,61.3412,2851300
61.34122,62.1313,61.2842,61.75662,2174200
61.41455,62.04987,61.07245,61.76479,2278200
61.90324,63.37751,61.70776,61.81364,2651300
62.14761,62.17205,60.3068,60.38011,2633700
60.52672,61.2435,59.85068,60.38011,2154800
60.47785,60.96656,60.16019,60.43712,1408900
60.4371,61.14573,60.12759,60.32307,1179200
60.61632,60.76293,59.88326,60.12761,1893700
59.92397,60.37196,57.92026,58.60445,3333700
58.6126,58.90582,57.21978,57.94469,3091200
58.15648,60.53487,58.15648,59.93213,3324900
60.07058,60.46155,59.32936,60.31493,1844400
60.32309,60.67334,60.12761,60.29866,1515800
60.30679,62.21275,60.30679,62.20461,2849600
62.06615,62.13946,61.10502,61.56115,2753100
62.3105,63.573,62.02542,63.53228,3848700
63.53228,63.69518,62.72591,63.60558,2832600
63.28791,63.36937,60.94211,61.97654,6192700
62.52227,62.52227,58.20533,58.41711,7851300
58.88954,60.27422,58.84882,59.65519,5693300
60.07058,61.14575,59.98913,60.84437,3371300
60.78735,61.26792,60.05429,60.82808,3125400
60.84437,61.4634,60.38824,61.09687,2885700
60.43711,60.99098,59.67147,60.76292,3460700
60.8851,61.41454,60.01357,60.19276,2992900
